timestamp,ldr_value
74400,587
74500,1169
74600,1253
74700,574
74800,607
74900,1159
75000,1731
75100,1071
75200,539
75300,852
75400,1753
75500,1101
75600,560
75700,833
75800,1296
75900,1190
76000,735
76100,585
76200,1007
76300,1535
76400,866
76500,545
76600,786
76700,1148
76800,929
76900,528
77000,871
77100,2003
77200,2168
77300,1057
77400,533
77500,972
77600,1343
77700,916
77800,551
77900,677
78000,1350
78100,1323
78200,652
78300,566
78400,1010
78500,1269
78600,909
78700,551
78800,682
78900,1178
79000,1087
79100,605
79200,530
79300,656
79400,843
79500,691
79600,496
79700,642
79800,954
79900,945
80000,592
80100,511
80200,743
80300,964
80400,725
80500,546
80600,742
80700,1131
80800,934
80900,576
81000,510
81100,587
81200,549
81300,509
81400,658
81500,967
81600,915
81700,570
81800,593
81900,725
82000,799
82100,636
82200,503
82300,646
82400,951
82500,1015
82600,624
82700,559
82800,791
82900,914
83000,719
83100,503
83200,779
83300,1448
83400,1505
83500,818
83600,573
83700,760
83800,882
83900,746
84000,567
84100,609
84200,930
84300,1042
84400,658
84500,592
84600,757
84700,883
84800,713
84900,570
85000,677
85100,893
85200,976
85300,746
85400,635
85500,773
85600,891
85700,683
85800,659
85900,1319
86000,1983
86100,1561
86200,919
86300,685
86400,694
86500,725
86600,671
86700,719
86800,1088
86900,1388
87000,1115
87100,739
87200,631
87300,761
87400,791
87500,689
87600,665
87700,784
87800,902
87900,787
88000,658
88100,646
88200,661
88300,635
88400,656
88500,749
88600,827
88700,752
88800,656
88900,805
89000,924
89100,755
89200,587
89300,794
89400,1005
89500,683
89600,593
89700,816
89800,944
89900,785
90000,605
90100,661
90200,852
90300,752
90400,594
90500,779
90600,942
90700,816
90800,655
90900,681
91000,823
91100,753
91200,565
91300,709
91400,858
91500,682
91600,576
91700,661
91800,823
91900,678
92000,543
92100,783
92200,893
92300,707
92400,571
92500,682
92600,861
92700,790
92800,583
92900,652
93000,826
93100,752
93200,603
93300,685
93400,967
93500,834
93600,563
93700,719
93800,908
93900,781
94000,576
94100,619
94200,923
94300,838
94400,560
94500,691
94600,946
94700,839
94800,560
94900,722
95000,1144
95100,944
95200,528
95300,662
95400,863
95500,675
95600,628
95700,914
95800,1111
95900,741
96000,655
96100,935
96200,1175
96300,1040
96400,697
96500,690
96600,994
96700,914
96800,678
96900,752
97000,1004
97100,1072
97200,787
97300,592
97400,909
97500,975
97600,598
97700,677
97800,1073
97900,1091
98000,723
98100,579
98200,1050
98300,1023
98400,593
98500,688
98600,999
98700,963
98800,674
98900,603
99000,890
99100,793
99200,565
99300,770
99400,1141
99500,1083
99600,741
99700,560
99800,889
99900,947
100000,599
100100,705
100200,1135
100300,1137
100400,715
100500,608
100600,882
100700,942
100800,718
100900,620
101000,754
101100,925
101200,811
101300,666
101400,581
101500,596
101600,579
101700,592
101800,651
101900,759
102000,744
102100,645
102200,643
102300,753
102400,806
102500,667
102600,654
102700,812
102800,923
102900,738
103000,619
103100,794
103200,982
103300,668
103400,675
103500,807
103600,875
103700,701
103800,624
103900,768
104000,927
104100,688
104200,623
104300,855
104400,1049
104500,749
104600,612
104700,996
104800,1247
104900,927
105000,625
105100,625
105200,950
105300,1002
105400,723
105500,553
105600,543
105700,591
105800,522
105900,576
106000,798
106100,912
106200,784
106300,602
106400,580
106500,641
106600,581
106700,598
106800,757
106900,960
107000,965
107100,742
107200,646
107300,665
107400,688
107500,617
107600,587
107700,777
107800,584
107900,738
108000,655
108100,704
108200,946
108300,581
108400,755
108500,1023
108600,970
108700,672
108800,587
108900,986
109000,1145
109100,1035
109200,611
109300,604
109400,837
109500,1074
109600,786
109700,625
109800,696
109900,798
110000,752
110100,624
110200,766
110300,922
110400,756
110500,622
110600,710
110700,768
110800,624
110900,549
111000,709
111100,921
111200,707
111300,541
111400,679
111500,658
111600,545
111700,669
111800,1103
111900,1105
112000,731
112100,568
112200,753
112300,894
112400,709
112500,676
112600,829
112700,922
112800,722
112900,643
113000,842
113100,1094
113200,833
113300,626
113400,713
113500,795
113600,784
113700,637
113800,669
113900,833
114000,786
114100,588
114200,652
114300,784
114400,803
114500,635
114600,534
114700,672
114800,874
114900,886
115000,684
115100,569
115200,667
115300,722
115400,586
115500,562
115600,944
115700,1168
115800,1034
115900,659
116000,768
116100,926
116200,802
116300,702
116400,1023
116500,1424
116600,1218
116700,727
116800,695
116900,945
117000,939
117100,741
117200,556
117300,544
117400,688
117500,690
117600,624
117700,742
117800,851
117900,707
118000,620
118100,1072
118200,909
118300,778
118400,613
118500,698
118600,823
118700,698
118800,634
118900,894
119000,1014
119100,837
119200,4095
119300,710
119400,736
119500,697
119600,679
119700,819
119800,770
