ldr_value
433
415
466
573
653
678
656
610
588
546
445
463
511
580
608
570
556
511
428
390
430
435
499
582
673
626
559
493
497
468
464
551
725
854
752
650
510
464
417
451
543
596
644
604
452
432
399
393
430
559
688
779
720
628
480
432
405
417
486
503
546
473
415
412
415
471
607
835
1146
1121
816
564
425
389
375
431
444
535
496
404
400
446
429
432
614
828
921
753
592
467
447
489
511
560
550
548
496
4095
4095
447
560
762
1068
1215
963
703
591
486
441
432
528
544
592
499
411
419
417
493
656
972
1281
1287
980
677
534
474
450
545
697
782
707
506
445
469
546
699
943
1072
863
645
496
438
449
567
786
836
746
624
497
511
541
739
954
939
752
560
442
529
941
1601
1939
1283
782
4095
511
688
1123
1486
1374
925
578
483
489
605
727
800
689
544
535
592
799
999
1221
1117
841
632
511
522
690
978
1009
784
4095
540
590
812
1191
1680
1300
642
495
565
868
1379
1785
1389
693
656
1631
2631
3963
3712
4095
1045
2886
1186
4095
2507
3516
2288
742
2716
1683
4095
1953
2385
753
720
960
688
496
839
919
499
754
893
4095
623
1296
834
528
726
674
528
1147
1721
733
689
911
4095
685
1268
1059
528
832
979
630
656
1222
998
592
793
834
96
735
1102
656
603
893
806
565
915
1172
631
576
904
711
560
941
1072
469
699
923
1347
679
1431
1014
526
1013
1143
683
684
877
597
686
886
634
642
1070
1013
641
770
1090
725
726
1249
1069
613
801
754
576
822
1235
815
496
707
677
543
775
1171
684
617
869
670
554
1006
1559
656
686
869
677
586
1210
1559
659
560
656
506
562
875
857
491
567
592
449
706
912
511
573
825
706
506
893
923
526
650
953
608
503
730
657
496
752
822
651
691
964
765
572
819
832
585
784
1149
747
574
943
752
541
1040
1216
538
611
877
671
496
871
848
599
735
963
720
609
923
830
507
925
1153
725
624
1136
848
545
998
1072
562
686
1102
762
504
704
720
526
1177
1723
201
817
1170
831
639
1314
1576
649
795
1296
1035
571
1312
1835
614
867
1242
903
619
1770
1761
549
1087
1463
816
656
1535
1239
563
534
837
1017
808
571
535
621
816
931
831
637
560
686
946
999
690
563
665
807
875
899
656
563
665
900
912
644
591
797
914
999
739
555
640
974
987
644
569
848
1485
1674
823
550
813
1278
1095
644
607
974
1610
1861
920
524
701
1111
1068
621
564
853
1292
1562
977
535
719
1108
1013
615
561
962
1859
1870
614
525
816
1055
803
544
616
845
850
958
783
535
528
762
870
592
388
614
645
906
784
558
556
783
833
643
531
645
734
975
983
636
472
661
937
951
671
530
656
848
945
699
490
524
660
670
544
592
736
899
869
608
450
511
599
637
576
501
565
656
658
552
480
530
715
751
537
583
844
1034
807
592
536
703
798
704
575
674
848
966
822
633
546
577
627
630
576
563
662
762
798
697
587
503
537
585
525
556
651
721
723
702
603
550
565
566
543
542
663
735
805
689
592
577
642
592
617
671
644
743
772
643
563
564
627
622
559
592
670
751
721
593
526
592
671
651
566
650
803
869
829
699
608
595
706
672
615
622
685
772
774
647
589
631
689
648
614
652
688
711
645
576
611
720
737
592
698
816
855
669
622
685
806
794
656
602
667
762
715
594
730
995
1069
747
577
866
1310
1168
642
720
1136
1200
801
613
1035
1313
871
607
785
1068
922
623
722
1042
1072
688
667
1152
1602
1168
624
738
1296
1329
640
559
989
1523
1249
598
626
1343
1799
688
590
1088
1524
1150
615
587
1169
1253
574
607
1159
1731
1071
539
852
1753
1101
560
833
1296
1190
735
585
1007
1535
866
545
786
1148
929
528
871
2003
2168
1057
533
972
1343
916
551
677
1350
1323
652
566
1010
1269
909
551
682
1178
1087
605
530
656
843
691
496
642
954
945
592
511
743
964
725
546
742
1131
934
576
510
587
549
509
658
967
915
570
593
725
799
636
503
646
951
1015
624
559
791
914
719
503
779
1448
1505
818
573
760
882
746
567
609
930
1042
658
592
757
883
713
570
677
893
976
746
635
773
891
683
659
1319
1983
1561
919
685
694
725
671
719
1088
1388
1115
739
631
761
791
689
665
784
902
787
658
646
661
635
656
749
827
752
656
805
924
755
587
794
1005
683
593
816
944
785
605
661
852
752
594
779
942
816
655
681
823
753
565
709
858
682
576
661
823
678
543
783
893
707
571
682
861
790
583
652
826
752
603
685
967
834
563
719
908
781
576
619
923
838
560
691
946
839
560
722
1144
944
528
662
863
675
628
914
1111
741
655
935
1175
1040
697
690
994
914
678
752
1004
1072
787
592
909
975
598
677
1073
1091
723
579
1050
1023
593
688
999
963
674
603
890
793
565
770
1141
1083
741
560
889
947
599
705
1135
1137
715
608
882
942
718
620
754
925
811
666
581
596
579
592
651
759
744
645
643
753
806
667
654
812
923
738
619
794
982
668
675
807
875
701
624
768
927
688
623
855
1049
749
612
996
1247
927
625
625
950
1002
723
553
543
591
522
576
798
912
784
602
580
641
581
598
757
960
965
742
646
665
688
617
587
777
584
738
655
704
946
581
755
1023
970
672
587
986
1145
1035
611
604
837
1074
786
625
696
798
752
624
766
922
756
622
710
768
624
549
709
921
707
541
679
658
545
669
1103
1105
731
568
753
894
709
676
829
922
722
643
842
1094
833
626
713
795
784
637
669
833
786
588
652
784
803
635
534
672
874
886
684
569
667
722
586
562
944
1168
1034
659
768
926
802
702
1023
1424
1218
727
695
945
939
741
556
544
688
690
624
742
851
707
620
1072
909
778
613
698
823
698
634
894
1014
837
4095
710
736
697
679
819
770
